Code,,ParentCode,MainGroup,SubGroup
437.025,Combined powerpacks,43,SHIP EQUIPMENT,"ANCHORING, MOORING & TOWING EQUIPMENT"
437.030,Stern rollers,43,SHIP EQUIPMENT,"ANCHORING, MOORING & TOWING EQUIPMENT"
437.032,Stern roller bearings,43,SHIP EQUIPMENT,"ANCHORING, MOORING & TOWING EQUIPMENT"
437.045,Towing winch hydr. systems,43,SHIP EQUIPMENT,"ANCHORING, MOORING & TOWING EQUIPMENT"
438,COMMON HYDRAULIC OIL SYSTEM FOR ANCHORING/MOORING EQUIPMENT,43,SHIP EQUIPMENT,"ANCHORING, MOORING & TOWING EQUIPMENT"
438.001,Common hydr. systems,43,SHIP EQUIPMENT,"ANCHORING, MOORING & TOWING EQUIPMENT"
438.003,Hydr. oil pumps w/drive unit,43,SHIP EQUIPMENT,"ANCHORING, MOORING & TOWING EQUIPMENT"
438.006,Hydr. oil preheaters,43,SHIP EQUIPMENT,"ANCHORING, MOORING & TOWING EQUIPMENT"
438.009,Hydr. oil coolers,43,SHIP EQUIPMENT,"ANCHORING, MOORING & TOWING EQUIPMENT"
438.012,Hydr. oil filters,43,SHIP EQUIPMENT,"ANCHORING, MOORING & TOWING EQUIPMENT"
438.015,Hydr. oil expansion tanks,43,SHIP EQUIPMENT,"ANCHORING, MOORING & TOWING EQUIPMENT"
438.018,Hydr. oil storage tanks,43,SHIP EQUIPMENT,"ANCHORING, MOORING & TOWING EQUIPMENT"
438.021,Hydr. oil separating plants,43,SHIP EQUIPMENT,"ANCHORING, MOORING & TOWING EQUIPMENT"
438.030,Hydr. pump el. starter systems,43,SHIP EQUIPMENT,"ANCHORING, MOORING & TOWING EQUIPMENT"
439,COMMON HYDR. OIL SYST. FOR ANCHORING/MOORING/CARGO WINCHES,43,SHIP EQUIPMENT,"ANCHORING, MOORING & TOWING EQUIPMENT"
439.001,Common hydr. systems,43,SHIP EQUIPMENT,"ANCHORING, MOORING & TOWING EQUIPMENT"
439.003,Hydr. oil pumps w/drive unit,43,SHIP EQUIPMENT,"ANCHORING, MOORING & TOWING EQUIPMENT"
439.006,Hydr. oil preheaters,43,SHIP EQUIPMENT,"ANCHORING, MOORING & TOWING EQUIPMENT"
439.009,Hydr. oil coolers,43,SHIP EQUIPMENT,"ANCHORING, MOORING & TOWING EQUIPMENT"
439.012,Hydr. oil filters,43,SHIP EQUIPMENT,"ANCHORING, MOORING & TOWING EQUIPMENT"
439.015,Hydr. oil expansion tanks,43,SHIP EQUIPMENT,"ANCHORING, MOORING & TOWING EQUIPMENT"
439.018,Hydr. oil storage tanks,43,SHIP EQUIPMENT,"ANCHORING, MOORING & TOWING EQUIPMENT"
439.021,Hydr. oil separating plants,43,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
439.030,Hydr. pump el. starter systems,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
441,"MACHINE TOOLS, CUTTING & WELDING EQUIPMENT",44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
441.001,Lathes,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
441.003,Drilling machines,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
441.005,Milling machines,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
441.007,Grinding machines,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
441.008,Emery wheels,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
441.009,Planing machines,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
441.011,Shaping machines,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
441.013,Tube bending machines,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
441.014,Tube cutters,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
441.015,Hack saws,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
441.017,Plate shearing machines,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
441.019,Plate presses,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
441.021,Plate rollers,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
441.023,Gas welding equipment,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
441.025,El. welding equipment,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
441.027,Geberitt welding equipment,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442,"TOOLS/EQUIP. FOR ENGINEERS, ELECTR., BOATSWAINS, CARPENTERS",44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.001,Engineer's portable tools,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.002,Emery wheels,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.004,Portable grinding machines,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.006,Portable drills,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.008,Nut drivers,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.010,Screwdriver sets,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.012,Socket wrench sets,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.014,Constant wrench sets,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.016,Phillips screwdriver sets,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.017,Jaw pullers,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.018,Anvils,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.020,Hammer tools,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.022,Vices,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.024,Tongs,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.026,Blow torches,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.027,Max. pressure indicators,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.028,Loose lubricating equipment,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.030,Loose gauging instruments,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.032,Misc. loose engineer's machine tools,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.035,Electrician's tools,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.036,Soldering irons,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.038,Test panels,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.040,Test instruments,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.041,Pressostat calibrators,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.042,Thermostat calibrators,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.043,Insulated hand tools,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.044,Misc. loose electrician's tools,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.045,Battery service sets,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.050,Boatswain's/carpenter's tools,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.051,Sailmaker's equipment,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.052,Boatswain's chairs,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.053,Rigging tools,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.055,Carpenter's benches,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.057,Axes/saws,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.059,Planers,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.060,Misc. woodworking tools,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.062,Jacks,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.064,Step ladders,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
442.066,Misc. loose tools,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
443,"PAINTING EQUIPMENT, SCAFFOLDING, PAINT RAFTS/BOATS (GIGS)",44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
443.001,Paint boats,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
443.003,Paint rafts,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
443.005,Paint boat/raft davits,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
443.007,Paint scaffolding,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
443.009,Sand blasting equipment,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
443.011,Rust hammers,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
443.013,Paint spraying equipment,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
443.015,Pressure paint rollers,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
443.020,Misc. loose painting equipment,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
444,"CLEANING EQUIPMENT, GARBAGE CHUTES",44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
444.001,Deck cleaning machines,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
444.002,High pressure cleaning machines,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
444.003,Hull cleaning machines,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
444.005,Cleaning winches,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
444.007,Floor polishers,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
444.009,Sweeping machines,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
444.011,Vacuum cleaners,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
444.013,Soot sweeping machines,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
444.015,Misc. storage containers,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
444.017,Misc. loose cleaning equipment,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
444.020,Loose paraffin tanks,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
444.022,Cleaning pans,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
444.024,Filter steaming tanks,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
444.026,LO cooler cleaning plants,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
444.028,Scavenging air cooler cleaning plants,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
444.030,Evaporator plants,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
444.032,Garbage crates,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
444.035,Chemical spraying units,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
445,"GARBAGE DISPOSAL PLANTS, INCINERATORS",44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
445.001,Garbage incinerator plants,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
445.003,Combustion chambers,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
445.005,Air supply fans,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
445.007,Garbage feeder transporter,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
445.009,Oil sludge treatment plants,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
445.011,DO pumps,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
445.013,DO filters,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
445.015,DO tanks,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
445.017,Exhaust gas fans,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
445.019,Exhaust gas separators,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
445.021,Ash ejectors,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
445.023,Cooling water pumps,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
445.025,Cooling water tanks,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
445.027,Heat exchangers,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
446,OUTFITTING IN STORE ROOMS & WORKSHOPS,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
446.001,Workbenches,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
446.006,Worktables,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
446.010,Vice workbenches,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
446.015,Lockers,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
446.020,Shelves/racks,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
446.025,Tool boards,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
447,CLAMPS/FOUNDATIONS FOR SPARE PARTS,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
447.001,Spare part mountings,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
448,"NAME PLATES/MARKING ON MACHINERY, EQUIPM., PIPES, CABLES",44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
448.001,Name plates,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
448.010,Message panels,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
448.015,Fire/safety plans,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
448.020,Wall charts,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
448.030,Engine room name plates,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
448.040,Bridge name plates,44,SHIP EQUIPMENT,"REP./MAINT./CLEAN. EQUIP. WORKSHOP/STORE OUTFIT, NAME PLATES"
448.050,Accommodation name plates,44,SHIP EQUIPMENT,LIFTING & TRANSPORT EQUIPMENT FOR MACHINERY COMPONENTS
448.060,Deck name plates,45,SHIP EQUIPMENT,LIFTING & TRANSPORT EQUIPMENT FOR MACHINERY COMPONENTS
451,ENGINE ROOM LIFTS,45,SHIP EQUIPMENT,LIFTING & TRANSPORT EQUIPMENT FOR MACHINERY COMPONENTS
451.001,"Engine room lifts, complete",45,SHIP EQUIPMENT,LIFTING & TRANSPORT EQUIPMENT FOR MACHINERY COMPONENTS
451.002,Lift cabins,45,SHIP EQUIPMENT,LIFTING & TRANSPORT EQUIPMENT FOR MACHINERY COMPONENTS
451.003,Lift machinery,45,SHIP EQUIPMENT,LIFTING & TRANSPORT EQUIPMENT FOR MACHINERY COMPONENTS
451.004,Lift doors,45,SHIP EQUIPMENT,LIFTING & TRANSPORT EQUIPMENT FOR MACHINERY COMPONENTS
451.005,Operating panels,45,SHIP EQUIPMENT,LIFTING & TRANSPORT EQUIPMENT FOR MACHINERY COMPONENTS
452,TRAVELLING CRANES & LIFTING GEAR IN ENGINE ROOM,45,SHIP EQUIPMENT,LIFTING & TRANSPORT EQUIPMENT FOR MACHINERY COMPONENTS
452.001,Traverse cranes,45,SHIP EQUIPMENT,LIFTING & TRANSPORT EQUIPMENT FOR MACHINERY COMPONENTS
452.005,Crane crabs,45,SHIP EQUIPMENT,LIFTING & TRANSPORT EQUIPMENT FOR MACHINERY COMPONENTS
452.010,Pulleys,45,SHIP EQUIPMENT,LIFTING & TRANSPORT EQUIPMENT FOR MACHINERY COMPONENTS
452.015,Trolleys,45,SHIP EQUIPMENT,LIFTING & TRANSPORT EQUIPMENT FOR MACHINERY COMPONENTS
452.020,Waggons,45,SHIP EQUIPMENT,LIFTING & TRANSPORT EQUIPMENT FOR MACHINERY COMPONENTS
453,EXTERNAL LIFTING GEAR FOR MACHINERY COMPONENTS,45,SHIP EQUIPMENT,LIFTING & TRANSPORT EQUIPMENT FOR MACHINERY COMPONENTS
453.001,"Derrick posts, complete",45,SHIP EQUIPMENT,LIFTING & TRANSPORT EQUIPMENT FOR MACHINERY COMPONENTS
453.003,Derricks,45,SHIP EQUIPMENT,LIFTING & TRANSPORT EQUIPMENT FOR MACHINERY COMPONENTS
453.005,Winch machinery,45,SHIP EQUIPMENT,LIFTING & TRANSPORT EQUIPMENT FOR MACHINERY COMPONENTS
453.010,Cranes,45,SHIP EQUIPMENT,LIFTING & TRANSPORT EQUIPMENT FOR MACHINERY COMPONENTS
453.045,Separate hydr. oil systems,45,SHIP EQUIPMENT,LIFTING & TRANSPORT EQUIPMENT FOR MACHINERY COMPONENTS
453.047,Hydr. oil pumps w/drive unit,45,SHIP EQUIPMENT,LIFTING & TRANSPORT EQUIPMENT FOR MACHINERY COMPONENTS
453.049,Hydr. oil preheaters,45,SHIP EQUIPMENT,LIFTING & TRANSPORT EQUIPMENT FOR MACHINERY COMPONENTS
453.051,Hydr. oil coolers,45,SHIP EQUIPMENT,LIFTING & TRANSPORT EQUIPMENT FOR MACHINERY COMPONENTS
453.053,Hydr. oil filters,45,SHIP EQUIPMENT,LIFTING & TRANSPORT EQUIPMENT FOR MACHINERY COMPONENTS
453.055,Hydr. oil expansion tanks,45,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
453.057,Hydr. oil storage tanks,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
461,"HUNTING EQUIPMENT FOR WHALE, SEAL",46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
461.001,Whale guns,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
461.003,Harpoons,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
461.005,Winding apparatus,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
461.007,Hawser drums,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
461.010,Whale windlasses,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
461.015,Rifles,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
461.020,Hooking spikes/mallets,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
462,"LONGLINES W/EQUIPMENT, NETS, HANDFISHING EQUIPMENT",46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
462.001,Longline windlass,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
462.003,Coiling apparatus,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
462.005,Baiting tables,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
462.007,Longlines baiting machines,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
462.009,Separating machines,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
462.011,Longline dropper machines,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
462.013,Magazines,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
462.015,Longlines,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
462.017,Longlines tubs,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
462.019,"Buoys, complete",46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
462.025,"Nets, complete",46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
462.029,Net bins,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
462.050,Hand fishing equipment,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
462.060,Fish traps,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
463,"PURSE NETS & SEINE EQUIPMENT, POWER BLOCKS",46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
463.001,"Purse nets, complete",46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
463.005,"Ring nets, complete",46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
463.010,Purse net winches,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
463.012,Ring net winches,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
463.015,Seine tracks,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
463.018,Seine rollers,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
463.021,Seine derricks,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
463.023,Seine gallows,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
463.025,Power blocks,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
463.027,Purse net winches,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
463.045,Separate hydr. oil systems,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
463.047,Hydr. oil pumps w/drive unit,46,SHIP EQUIPMENT,HUNTING & FISHING EQUIPMENT
